sample_id,model_name,task_type,description,actions,expected_result
568,process_81.bpmn,conformance,conformance_large_false,"log_in(end,1), log_in(start,1), check_if_you_have_an_account(end,1,yes), check_if_you_have_an_account(start,1), check_calendar(end,1), check_calendar(start,1), check_courses_and_dates_and_select_one(end,1), check_courses_and_dates_and_select_one(start,1), return_courses_and_dates(end,1), return_courses_and_dates(start,1), select_a_course(end,1), select_a_course(start,1), check_free_slots(end,1,yes), check_free_slots(start,1), acquire(1, main_process), registering_for_an_usi_course(1)",False
569,process_35.bpmn,legality,legality_small_true,"start_manufacturing_process(1), send_sketches_to_artist(start,1), send_sketches_to_artist(end,1), receive_3d_models(start,1), receive_3d_models(end,1)",True
570,process_35.bpmn,legality,legality_small_false,"start_manufacturing_process(1), receive_3d_models(start,1), receive_3d_models(end,1), send_sketches_to_artist(start,1), send_sketches_to_artist(end,1)",False
571,process_35.bpmn,legality,legality_large_true,"start_manufacturing_process(1), send_sketches_to_artist(start,1), send_sketches_to_artist(end,1), receive_3d_models(start,1), receive_3d_models(end,1), check_3d_models(start,1), check_3d_models(end,1,yes), choose_plastic_color(start,1), choose_plastic_color(end,1,yes)",True
572,process_35.bpmn,legality,legality_large_false,"start_manufacturing_process(1), receive_3d_models(start,1), receive_3d_models(end,1), send_sketches_to_artist(start,1), send_sketches_to_artist(end,1), check_3d_models(start,1), check_3d_models(end,1,yes), choose_plastic_color(start,1), choose_plastic_color(end,1,yes), check_quantity(start,1), check_quantity(end,1,yes)",False
573,process_35.bpmn,conformance,conformance_small_true,"receive_3d_models(end,1), receive_3d_models(start,1), send_sketches_to_artist(end,1), send_sketches_to_artist(start,1), acquire(1, main_process), start_manufacturing_process(1)",True
574,process_35.bpmn,conformance,conformance_small_false,"receive_3d_models(end,1), receive_3d_models(start,1), acquire(1, main_process), start_manufacturing_process(1)",False
575,process_35.bpmn,conformance,conformance_large_true,"check_quantity(end,1,yes), check_quantity(start,1), choose_plastic_color(end,1,yes), choose_plastic_color(start,1), check_3d_models(end,1,yes), check_3d_models(start,1), receive_3d_models(end,1), receive_3d_models(start,1), send_sketches_to_artist(end,1), send_sketches_to_artist(start,1), acquire(1, main_process), start_manufacturing_process(1)",True
576,process_35.bpmn,conformance,conformance_large_false,"order_plastic_color(end,1), order_plastic_color(start,1), choose_plastic_color(end,1,no), choose_plastic_color(start,1), check_3d_models(end,1,yes), check_3d_models(start,1), send_sketches_to_artist(end,1), send_sketches_to_artist(start,1), receive_3d_models(end,1), receive_3d_models(start,1), acquire(1, main_process), start_manufacturing_process(1)",False
577,process_39.bpmn,legality,legality_small_true,"custom_machine_building(1), check_registration(start,1), check_registration(end,1)",True
578,process_39.bpmn,legality,legality_small_false,custom_machine_building(1),False
579,process_39.bpmn,legality,legality_large_true,"custom_machine_building(1), check_registration(start,1), check_registration(end,1), develop_basic_design(start,1), develop_basic_design(end,1), order_lego_brick_sets(start,1), order_lego_brick_sets(end,1), sort_parts_into_containers(start,1), sort_parts_into_containers(end,1)",True
580,process_39.bpmn,legality,legality_large_false,"custom_machine_building(1), report_manufacturing_company(start,1), report_manufacturing_company(end,1)",False
581,process_39.bpmn,conformance,conformance_small_true,"check_registration(end,1), check_registration(start,1), acquire(1, main_process), custom_machine_building(1)",True
582,process_39.bpmn,conformance,conformance_small_false,"acquire(1, main_process), custom_machine_building(1)",False
583,process_39.bpmn,conformance,conformance_large_true,"sort_parts_into_containers(end,1), sort_parts_into_containers(start,1), order_lego_brick_sets(end,1), order_lego_brick_sets(start,1), develop_basic_design(end,1), develop_basic_design(start,1), check_registration(end,1), check_registration(start,1), acquire(1, main_process), custom_machine_building(1)",True
584,process_39.bpmn,conformance,conformance_large_false,"report_manufacturing_company(end,1), report_manufacturing_company(start,1), acquire(1, main_process), custom_machine_building(1)",False
585,process_30.bpmn,legality,legality_small_true,start_game(1),True
586,process_30.bpmn,legality,legality_small_false,start_game(1),False
587,process_30.bpmn,legality,legality_large_true,"start_game(1), play_game(start,1), play_game(end,1)",True
588,process_30.bpmn,legality,legality_large_false,"start_game(1), quit_game(start,1), quit_game(end,1)",False
589,process_30.bpmn,conformance,conformance_small_true,"acquire(1, main_process), start_game(1)",True
590,process_30.bpmn,conformance,conformance_small_false,"acquire(1, main_process), start_game(1)",False
591,process_30.bpmn,conformance,conformance_large_true,"play_game(end,1), play_game(start,1), acquire(1, main_process), start_game(1)",True
592,process_30.bpmn,conformance,conformance_large_false,"quit_game(end,1), quit_game(start,1), acquire(1, main_process), start_game(1)",False
593,process_48.bpmn,legality,legality_small_true,"process_started(1), create_list_of_necessary_parts(start,1), create_list_of_necessary_parts(end,1), query_webshops_for_necessary_parts(start,1), query_webshops_for_necessary_parts(end,1)",True
594,process_48.bpmn,legality,legality_small_false,"process_started(1), query_webshops_for_necessary_parts(start,1), query_webshops_for_necessary_parts(end,1), create_list_of_necessary_parts(start,1), create_list_of_necessary_parts(end,1)",False
595,process_48.bpmn,legality,legality_large_true,"process_started(1), create_list_of_necessary_parts(start,1), create_list_of_necessary_parts(end,1), query_webshops_for_necessary_parts(start,1), query_webshops_for_necessary_parts(end,1), choose_the_shop_wiht_cheapest_parts(start,1), choose_the_shop_wiht_cheapest_parts(end,1), make_an_order_to_the_webshop(start,1), make_an_order_to_the_webshop(end,1), the_webshop_receives_an_order(start,1), the_webshop_receives_an_order(end,1)",True
596,process_48.bpmn,legality,legality_large_false,"process_started(1), query_webshops_for_necessary_parts(start,1), query_webshops_for_necessary_parts(end,1), create_list_of_necessary_parts(start,1), create_list_of_necessary_parts(end,1), choose_the_shop_wiht_cheapest_parts(start,1), choose_the_shop_wiht_cheapest_parts(end,1), make_an_order_to_the_webshop(start,1), make_an_order_to_the_webshop(end,1), the_webshop_receives_an_order(start,1), the_webshop_receives_an_order(end,1)",False
597,process_48.bpmn,conformance,conformance_small_true,"query_webshops_for_necessary_parts(end,1), query_webshops_for_necessary_parts(start,1), create_list_of_necessary_parts(end,1), create_list_of_necessary_parts(start,1), acquire(1, main_process), process_started(1)",True
598,process_48.bpmn,conformance,conformance_small_false,"create_list_of_necessary_parts(end,1), create_list_of_necessary_parts(start,1), query_webshops_for_necessary_parts(end,1), query_webshops_for_necessary_parts(start,1), acquire(1, main_process), process_started(1)",False
599,process_48.bpmn,conformance,conformance_large_true,"the_webshop_receives_an_order(end,1), the_webshop_receives_an_order(start,1), make_an_order_to_the_webshop(end,1), make_an_order_to_the_webshop(start,1), choose_the_shop_wiht_cheapest_parts(end,1), choose_the_shop_wiht_cheapest_parts(start,1), query_webshops_for_necessary_parts(end,1), query_webshops_for_necessary_parts(start,1), create_list_of_necessary_parts(end,1), create_list_of_necessary_parts(start,1), acquire(1, main_process), process_started(1)",True
600,process_48.bpmn,conformance,conformance_large_false,"the_webshop_receives_an_order(end,1), the_webshop_receives_an_order(start,1), make_an_order_to_the_webshop(end,1), make_an_order_to_the_webshop(start,1), choose_the_shop_wiht_cheapest_parts(end,1), choose_the_shop_wiht_cheapest_parts(start,1), create_list_of_necessary_parts(end,1), create_list_of_necessary_parts(start,1), query_webshops_for_necessary_parts(end,1), query_webshops_for_necessary_parts(start,1), acquire(1, main_process), process_started(1)",False
601,process_65.bpmn,legality,legality_small_true,"oee_data_required(1), get_performance_data(start,1), get_performance_data(end,1)",True
602,process_65.bpmn,legality,legality_small_false,oee_data_required(1),False
603,process_65.bpmn,legality,legality_large_true,"oee_data_required(1), get_performance_data(start,1), get_performance_data(end,1), get_availability_data(start,1), get_availability_data(end,1), get_quality_data(start,1), get_quality_data(end,1), calculate_oee(start,1), calculate_oee(end,1,yes)",True
604,process_65.bpmn,legality,legality_large_false,"oee_data_required(1), get_availability_data(start,1), get_availability_data(end,1), get_performance_data(start,1), get_performance_data(end,1), get_quality_data(start,1), get_quality_data(end,1)",False
605,process_65.bpmn,conformance,conformance_small_true,"acquire(1, main_process), oee_data_required(1)",True
606,process_65.bpmn,conformance,conformance_small_false,"get_availability_data(end,1), get_availability_data(start,1), acquire(1, main_process), oee_data_required(1)",False
607,process_65.bpmn,conformance,conformance_large_true,"get_quality_data(end,1), get_quality_data(start,1), get_availability_data(end,1), get_availability_data(start,1), get_performance_data(end,1), get_performance_data(start,1), acquire(1, main_process), oee_data_required(1)",True
608,process_65.bpmn,conformance,conformance_large_false,"get_performance_data(end,1), get_performance_data(start,1), get_availability_data(end,1), get_availability_data(start,1), acquire(1, main_process), oee_data_required(1)",False
609,process_11.bpmn,legality,legality_small_true,"start_event(1), ask_for_maternity_leave(start,1), ask_for_maternity_leave(end,1), infrom_the_employee_to_prepare_a_confirmation(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), the_employer_issues_the_confirmation(start,1), the_employer_issues_the_confirmation(end,1)",True
610,process_11.bpmn,legality,legality_small_false,"start_event(1), infrom_the_employee_to_prepare_a_confirmation(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), ask_for_maternity_leave(start,1), ask_for_maternity_leave(end,1)",False
611,process_11.bpmn,legality,legality_large_true,"start_event(1), ask_for_maternity_leave(start,1), ask_for_maternity_leave(end,1), infrom_the_employee_to_prepare_a_confirmation(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), the_employer_issues_the_confirmation(start,1), the_employer_issues_the_confirmation(end,1), the_parent_enter_the_confirmation(start,1), the_parent_enter_the_confirmation(end,1), enter_desired_data(start,1), enter_desired_data(end,1), checking_date_of_birth_of_child_and_duartion(start,1), checking_date_of_birth_of_child_and_duartion(end,1), check_the_status_of_the_spouse(start,1), check_the_status_of_the_spouse(end,1,yes), check_if_they_are_allowed_to_switch(start,1), check_if_they_are_allowed_to_switch(end,1,yes)",True
612,process_11.bpmn,legality,legality_large_false,"start_event(1), infrom_the_employee_to_prepare_a_confirmation(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), ask_for_maternity_leave(start,1), ask_for_maternity_leave(end,1), the_employer_issues_the_confirmation(start,1), the_employer_issues_the_confirmation(end,1), the_parent_enter_the_confirmation(start,1), the_parent_enter_the_confirmation(end,1), enter_desired_data(start,1), enter_desired_data(end,1), checking_date_of_birth_of_child_and_duartion(start,1), checking_date_of_birth_of_child_and_duartion(end,1)",False
613,process_11.bpmn,conformance,conformance_small_true,"the_employer_issues_the_confirmation(end,1), the_employer_issues_the_confirmation(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), infrom_the_employee_to_prepare_a_confirmation(start,1), ask_for_maternity_leave(end,1), ask_for_maternity_leave(start,1), acquire(1, main_process), start_event(1)",True
614,process_11.bpmn,conformance,conformance_small_false,"ask_for_maternity_leave(end,1), ask_for_maternity_leave(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), infrom_the_employee_to_prepare_a_confirmation(start,1), acquire(1, main_process), start_event(1)",False
615,process_11.bpmn,conformance,conformance_large_true,"check_if_they_are_allowed_to_switch(end,1,yes), check_if_they_are_allowed_to_switch(start,1), check_the_status_of_the_spouse(end,1,yes), check_the_status_of_the_spouse(start,1), checking_date_of_birth_of_child_and_duartion(end,1), checking_date_of_birth_of_child_and_duartion(start,1), enter_desired_data(end,1), enter_desired_data(start,1), the_parent_enter_the_confirmation(end,1), the_parent_enter_the_confirmation(start,1), the_employer_issues_the_confirmation(end,1), the_employer_issues_the_confirmation(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), infrom_the_employee_to_prepare_a_confirmation(start,1), ask_for_maternity_leave(end,1), ask_for_maternity_leave(start,1), acquire(1, main_process), start_event(1)",True
616,process_11.bpmn,conformance,conformance_large_false,"checking_date_of_birth_of_child_and_duartion(end,1), checking_date_of_birth_of_child_and_duartion(start,1), enter_desired_data(end,1), enter_desired_data(start,1), the_parent_enter_the_confirmation(end,1), the_parent_enter_the_confirmation(start,1), the_employer_issues_the_confirmation(end,1), the_employer_issues_the_confirmation(start,1), ask_for_maternity_leave(end,1), ask_for_maternity_leave(start,1), infrom_the_employee_to_prepare_a_confirmation(end,1), infrom_the_employee_to_prepare_a_confirmation(start,1), acquire(1, main_process), start_event(1)",False
617,process_80.bpmn,legality,legality_small_true,"wish_to_enroll_in_course(1), select_course(start,1), select_course(end,1,yes)",True
618,process_80.bpmn,legality,legality_small_false,"wish_to_enroll_in_course(1), system_shows_parallel_courses_and_dates(start,1), system_shows_parallel_courses_and_dates(end,1), select_course(start,1), select_course(end,1,yes)",False
619,process_80.bpmn,legality,legality_large_true,"wish_to_enroll_in_course(1), select_course(start,1), select_course(end,1,yes), system_shows_parallel_courses_and_dates(start,1), system_shows_parallel_courses_and_dates(end,1), select_specific_course(start,1), select_specific_course(end,1,no)",True
620,process_80.bpmn,legality,legality_large_false,"wish_to_enroll_in_course(1), system_shows_parallel_courses_and_dates(start,1), system_shows_parallel_courses_and_dates(end,1), select_course(start,1), select_course(end,1,yes), select_specific_course(start,1), select_specific_course(end,1,no), check_if_registered_at_eligible_university(start,1), check_if_registered_at_eligible_university(end,1,yes), register_account(start,1), register_account(end,1)",False
621,process_80.bpmn,conformance,conformance_small_true,"acquire(1, main_process), wish_to_enroll_in_course(1)",True
622,process_80.bpmn,conformance,conformance_small_false,"system_shows_parallel_courses_and_dates(end,1), system_shows_parallel_courses_and_dates(start,1), acquire(1, main_process), wish_to_enroll_in_course(1)",False
623,process_80.bpmn,conformance,conformance_large_true,"system_checks_eligibility(end,1,yes), system_checks_eligibility(start,1), request_activation(end,1), request_activation(start,1), check_if_registered_at_eligible_university(end,1,no), check_if_registered_at_eligible_university(start,1), select_specific_course(end,1,no), select_specific_course(start,1), system_shows_parallel_courses_and_dates(end,1), system_shows_parallel_courses_and_dates(start,1), select_course(end,1,yes), select_course(start,1), acquire(1, main_process), wish_to_enroll_in_course(1)",True
624,process_80.bpmn,conformance,conformance_large_false,"select_specific_course(end,1,no), select_specific_course(start,1), select_course(end,1,yes), select_course(start,1), system_shows_parallel_courses_and_dates(end,1), system_shows_parallel_courses_and_dates(start,1), acquire(1, main_process), wish_to_enroll_in_course(1)",False
625,process_60.bpmn,legality,legality_small_true,"phone_broken_(1), enter_model_and_what_is_broken(start,1), enter_model_and_what_is_broken(end,1), list_materials(start,1), list_materials(end,1,no), give_ordering_choices(start,1), give_ordering_choices(end,1,The price is too expensive)",True
626,process_60.bpmn,legality,legality_small_false,"phone_broken_(1), list_materials(start,1), list_materials(end,1,no), enter_model_and_what_is_broken(start,1), enter_model_and_what_is_broken(end,1), give_ordering_choices(start,1), give_ordering_choices(end,1,The price is too expensive)",False
627,process_60.bpmn,legality,legality_large_true,"phone_broken_(1), enter_model_and_what_is_broken(start,1), enter_model_and_what_is_broken(end,1), list_materials(start,1), list_materials(end,1,no), give_ordering_choices(start,1), give_ordering_choices(end,1,The price is too expensive), find_friends_who_has_it(start,1), find_friends_who_has_it(end,1), choose_a_friend(start,1), choose_a_friend(end,1,Borrow it), write_how_much_time_do_you_want_to_borrow_it(start,1), write_how_much_time_do_you_want_to_borrow_it(end,1), order_it_from_the_friend(start,1), order_it_from_the_friend(end,1), check_if_the_whole_list_is_passed(start,1), check_if_the_whole_list_is_passed(end,1,yes)",True
628,process_60.bpmn,legality,legality_large_false,"phone_broken_(1), list_materials(start,1), list_materials(end,1,The user has it), enter_model_and_what_is_broken(start,1), enter_model_and_what_is_broken(end,1), check_if_the_whole_list_is_passed(start,1), check_if_the_whole_list_is_passed(end,1,yes), check_if_the_list_of_tools_is_already_shown(start,1), check_if_the_list_of_tools_is_already_shown(end,1,yes), few_days_waiting_for_the_materials_and_tools_to_arrive(1)",False
629,process_60.bpmn,conformance,conformance_small_true,"list_materials(end,1,no), list_materials(start,1), enter_model_and_what_is_broken(end,1), enter_model_and_what_is_broken(start,1), acquire(1, main_process), phone_broken_(1)",True
630,process_60.bpmn,conformance,conformance_small_false,"enter_model_and_what_is_broken(end,1), enter_model_and_what_is_broken(start,1), list_materials(end,1,The user has it), list_materials(start,1), acquire(1, main_process), phone_broken_(1)",False
631,process_60.bpmn,conformance,conformance_large_true,"check_if_the_list_of_tools_is_already_shown(end,1,yes), check_if_the_list_of_tools_is_already_shown(start,1), check_if_the_whole_list_is_passed(end,1,yes), check_if_the_whole_list_is_passed(start,1), order_it(end,1), order_it(start,1), give_ordering_choices(end,1,The price is okay), give_ordering_choices(start,1), list_materials(end,1,no), list_materials(start,1), enter_model_and_what_is_broken(end,1), enter_model_and_what_is_broken(start,1), acquire(1, main_process), phone_broken_(1)",True
632,process_60.bpmn,conformance,conformance_large_false,"few_days_waiting_for_the_materials_and_tools_to_arrive(1), check_if_the_list_of_tools_is_already_shown(end,1,yes), check_if_the_list_of_tools_is_already_shown(start,1), check_if_the_whole_list_is_passed(end,1,yes), check_if_the_whole_list_is_passed(start,1), enter_model_and_what_is_broken(end,1), enter_model_and_what_is_broken(start,1), list_materials(end,1,The user has it), list_materials(start,1), acquire(1, main_process), phone_broken_(1)",False
633,process_83.bpmn,legality,legality_small_true,"participate_night_run(1), select_starting_block(start,1), select_starting_block(end,1), run_5_km(start,1), run_5_km(end,1)",True
634,process_83.bpmn,legality,legality_small_false,"participate_night_run(1), run_5_km(start,1), run_5_km(end,1), select_starting_block(start,1), select_starting_block(end,1)",False
635,process_83.bpmn,legality,legality_large_true,"participate_night_run(1), select_starting_block(start,1), select_starting_block(end,1), run_5_km(start,1), run_5_km(end,1), start_to_measure_time(start,1), start_to_measure_time(end,1), stop_to_measure_the_time(start,1), stop_to_measure_the_time(end,1), get_total_running_time(start,1), get_total_running_time(end,1,yes)",True
636,process_83.bpmn,legality,legality_large_false,"participate_night_run(1), run_5_km(start,1), run_5_km(end,1), select_starting_block(start,1), select_starting_block(end,1), start_to_measure_time(start,1), start_to_measure_time(end,1), stop_to_measure_the_time(start,1), stop_to_measure_the_time(end,1), get_total_running_time(start,1), get_total_running_time(end,1,yes)",False
637,process_83.bpmn,conformance,conformance_small_true,"run_5_km(end,1), run_5_km(start,1), select_starting_block(end,1), select_starting_block(start,1), acquire(1, main_process), participate_night_run(1)",True
638,process_83.bpmn,conformance,conformance_small_false,"select_starting_block(end,1), select_starting_block(start,1), run_5_km(end,1), run_5_km(start,1), acquire(1, main_process), participate_night_run(1)",False
639,process_83.bpmn,conformance,conformance_large_true,"get_total_running_time(end,1,yes), get_total_running_time(start,1), stop_to_measure_the_time(end,1), stop_to_measure_the_time(start,1), start_to_measure_time(end,1), start_to_measure_time(start,1), run_5_km(end,1), run_5_km(start,1), select_starting_block(end,1), select_starting_block(start,1), acquire(1, main_process), participate_night_run(1)",True
640,process_83.bpmn,conformance,conformance_large_false,"get_total_running_time(end,1,yes), get_total_running_time(start,1), stop_to_measure_the_time(end,1), stop_to_measure_the_time(start,1), start_to_measure_time(end,1), start_to_measure_time(start,1), select_starting_block(end,1), select_starting_block(start,1), run_5_km(end,1), run_5_km(start,1), acquire(1, main_process), participate_night_run(1)",False
641,process_40.bpmn,legality,legality_small_true,"new_order_received(1), develop_basic_design(start,1), develop_basic_design(end,1,yes)",True
642,process_40.bpmn,legality,legality_small_false,"new_order_received(1), reorder_parts(start,1), reorder_parts(end,1)",False
643,process_40.bpmn,legality,legality_large_true,"new_order_received(1), develop_basic_design(start,1), develop_basic_design(end,1,no), order_lego_brick_sets(start,1), order_lego_brick_sets(end,1), give_the_lego_sets_to_the_children(start,1), give_the_lego_sets_to_the_children(end,1), sort_the_parts_into_containers(start,1), sort_the_parts_into_containers(end,1), reorder_parts(start,1), reorder_parts(end,1)",True
644,process_40.bpmn,legality,legality_large_false,"new_order_received(1), order_lego_brick_sets(start,1), order_lego_brick_sets(end,1), develop_basic_design(start,1), develop_basic_design(end,1,no), give_the_lego_sets_to_the_children(start,1), give_the_lego_sets_to_the_children(end,1), sort_the_parts_into_containers(start,1), sort_the_parts_into_containers(end,1), build_the_next_subcomponent(start,1), build_the_next_subcomponent(end,1,no)",False
645,process_40.bpmn,conformance,conformance_small_true,"develop_basic_design(end,1,yes), develop_basic_design(start,1), acquire(1, main_process), new_order_received(1)",True
646,process_40.bpmn,conformance,conformance_small_false,"reorder_parts(end,1), reorder_parts(start,1), acquire(1, main_process), new_order_received(1)",False
647,process_40.bpmn,conformance,conformance_large_true,"reorder_parts(end,1), reorder_parts(start,1), sort_the_parts_into_containers(end,1), sort_the_parts_into_containers(start,1), give_the_lego_sets_to_the_children(end,1), give_the_lego_sets_to_the_children(start,1), order_lego_brick_sets(end,1), order_lego_brick_sets(start,1), develop_basic_design(end,1,no), develop_basic_design(start,1), acquire(1, main_process), new_order_received(1)",True
648,process_40.bpmn,conformance,conformance_large_false,"build_the_next_subcomponent(end,1,no), build_the_next_subcomponent(start,1), sort_the_parts_into_containers(end,1), sort_the_parts_into_containers(start,1), give_the_lego_sets_to_the_children(end,1), give_the_lego_sets_to_the_children(start,1), develop_basic_design(end,1,no), develop_basic_design(start,1), order_lego_brick_sets(end,1), order_lego_brick_sets(start,1), acquire(1, main_process), new_order_received(1)",False
649,process_2.bpmn,legality,legality_small_true,"start_finding_a_job(1), write_application(start,1), write_application(end,1), confirm_received_applications(start,1), confirm_received_applications(end,1)",True
650,process_2.bpmn,legality,legality_small_false,"start_finding_a_job(1), confirm_received_applications(start,1), confirm_received_applications(end,1), write_application(start,1), write_application(end,1)",False
651,process_2.bpmn,legality,legality_large_true,"start_finding_a_job(1), write_application(start,1), write_application(end,1), confirm_received_applications(start,1), confirm_received_applications(end,1), rate_application_(start,1), rate_application_(end,1), report_written_applications_(start,1), report_written_applications_(end,1), negotiate_interview(start,1), negotiate_interview(end,1)",True
652,process_2.bpmn,legality,legality_large_false,"start_finding_a_job(1), confirm_received_applications(start,1), confirm_received_applications(end,1), write_application(start,1), write_application(end,1), rate_application_(start,1), rate_application_(end,1), report_written_applications_(start,1), report_written_applications_(end,1), negotiate_interview(start,1), negotiate_interview(end,1)",False
653,process_2.bpmn,conformance,conformance_small_true,"confirm_received_applications(end,1), confirm_received_applications(start,1), write_application(end,1), write_application(start,1), acquire(1, main_process), start_finding_a_job(1)",True
654,process_2.bpmn,conformance,conformance_small_false,"write_application(end,1), write_application(start,1), confirm_received_applications(end,1), confirm_received_applications(start,1), acquire(1, main_process), start_finding_a_job(1)",False
655,process_2.bpmn,conformance,conformance_large_true,"negotiate_interview(end,1), negotiate_interview(start,1), report_written_applications_(end,1), report_written_applications_(start,1), rate_application_(end,1), rate_application_(start,1), confirm_received_applications(end,1), confirm_received_applications(start,1), write_application(end,1), write_application(start,1), acquire(1, main_process), start_finding_a_job(1)",True
656,process_2.bpmn,conformance,conformance_large_false,"negotiate_interview(end,1), negotiate_interview(start,1), report_written_applications_(end,1), report_written_applications_(start,1), rate_application_(end,1), rate_application_(start,1), write_application(end,1), write_application(start,1), confirm_received_applications(end,1), confirm_received_applications(start,1), acquire(1, main_process), start_finding_a_job(1)",False
657,process_17.bpmn,legality,legality_small_true,issue_occurs(1),True
658,process_17.bpmn,legality,legality_small_false,issue_occurs(1),False
659,process_17.bpmn,legality,legality_large_true,"issue_occurs(1), inform_employer(start,1), inform_employer(end,1,Event that almost
led to an accident), inform_relatives(start,1), inform_relatives(end,1)",True
660,process_17.bpmn,legality,legality_large_false,"issue_occurs(1), inform_relatives(start,1), inform_relatives(end,1), inform_employer(start,1), inform_employer(end,1,Event that almost
led to an accident), notify_insurance(start,1), notify_insurance(end,1)",False
661,process_17.bpmn,conformance,conformance_small_true,"acquire(1, main_process), issue_occurs(1)",True
662,process_17.bpmn,conformance,conformance_small_false,"acquire(1, main_process), issue_occurs(1)",False
663,process_17.bpmn,conformance,conformance_large_true,"inform_employer(end,1,Serious/imminent threat to safety), inform_employer(start,1), acquire(1, main_process), issue_occurs(1)",True
664,process_17.bpmn,conformance,conformance_large_false,"inform_employer(end,1,Event that almost
led to an accident), inform_employer(start,1), inform_relatives(end,1), inform_relatives(start,1), acquire(1, main_process), issue_occurs(1)",False
665,process_69.bpmn,legality,legality_small_true,"fridge_makes_strange_noises(1), collect_fridge_type_data(start,1), collect_fridge_type_data(end,1), describe_the_symptoms(start,1), describe_the_symptoms(end,1)",True
666,process_69.bpmn,legality,legality_small_false,"fridge_makes_strange_noises(1), describe_the_symptoms(start,1), describe_the_symptoms(end,1)",False
667,process_69.bpmn,legality,legality_large_true,"fridge_makes_strange_noises(1), collect_fridge_type_data(start,1), collect_fridge_type_data(end,1), describe_the_symptoms(start,1), describe_the_symptoms(end,1), send_a_report_to_the_fridge_service_center(start,1), send_a_report_to_the_fridge_service_center(end,1), select_local_service_facility(start,1), select_local_service_facility(end,1), schedule_an_appointment_for_fridge_repair(start,1), schedule_an_appointment_for_fridge_repair(end,1)",True
668,process_69.bpmn,legality,legality_large_false,"fridge_makes_strange_noises(1), describe_the_symptoms(start,1), describe_the_symptoms(end,1), collect_fridge_type_data(start,1), collect_fridge_type_data(end,1), send_a_report_to_the_fridge_service_center(start,1), send_a_report_to_the_fridge_service_center(end,1), select_local_service_facility(start,1), select_local_service_facility(end,1)",False
669,process_69.bpmn,conformance,conformance_small_true,"describe_the_symptoms(end,1), describe_the_symptoms(start,1), collect_fridge_type_data(end,1), collect_fridge_type_data(start,1), acquire(1, main_process), fridge_makes_strange_noises(1)",True
670,process_69.bpmn,conformance,conformance_small_false,"describe_the_symptoms(end,1), describe_the_symptoms(start,1), acquire(1, main_process), fridge_makes_strange_noises(1)",False
671,process_69.bpmn,conformance,conformance_large_true,"schedule_an_appointment_for_fridge_repair(end,1), schedule_an_appointment_for_fridge_repair(start,1), select_local_service_facility(end,1), select_local_service_facility(start,1), send_a_report_to_the_fridge_service_center(end,1), send_a_report_to_the_fridge_service_center(start,1), describe_the_symptoms(end,1), describe_the_symptoms(start,1), collect_fridge_type_data(end,1), collect_fridge_type_data(start,1), acquire(1, main_process), fridge_makes_strange_noises(1)",True
672,process_69.bpmn,conformance,conformance_large_false,"select_local_service_facility(end,1), select_local_service_facility(start,1), send_a_report_to_the_fridge_service_center(end,1), send_a_report_to_the_fridge_service_center(start,1), collect_fridge_type_data(end,1), collect_fridge_type_data(start,1), describe_the_symptoms(end,1), describe_the_symptoms(start,1), acquire(1, main_process), fridge_makes_strange_noises(1)",False
673,process_25.bpmn,legality,legality_small_true,"start_process(1), choose_visa_category(start,1), choose_visa_category(end,1), check_general_requirements(start,1), check_general_requirements(end,1,yes)",True
674,process_25.bpmn,legality,legality_small_false,start_process(1),False
675,process_25.bpmn,legality,legality_large_true,"start_process(1), choose_visa_category(start,1), choose_visa_category(end,1)",True
676,process_25.bpmn,legality,legality_large_false,"start_process(1), check_general_requirements(start,1), check_general_requirements(end,1,yes), choose_visa_category(start,1), choose_visa_category(end,1), check_special_requirements(start,1), check_special_requirements(end,1,yes), check_necessary_documents(start,1), check_necessary_documents(end,1), search_apartment(start,1), search_apartment(end,1), apply_for_apartment(start,1), apply_for_apartment(end,1)",False
677,process_25.bpmn,conformance,conformance_small_true,"acquire(1, main_process), start_process(1)",True
678,process_25.bpmn,conformance,conformance_small_false,"acquire(1, main_process), start_process(1)",False
679,process_25.bpmn,conformance,conformance_large_true,"apply_for_apartment(end,1), apply_for_apartment(start,1), search_apartment(end,1), search_apartment(start,1), check_necessary_documents(end,1), check_necessary_documents(start,1), check_special_requirements(end,1,yes), check_special_requirements(start,1), check_general_requirements(end,1,yes), check_general_requirements(start,1), choose_visa_category(end,1), choose_visa_category(start,1), acquire(1, main_process), start_process(1)",True
680,process_25.bpmn,conformance,conformance_large_false,"acquire(1, main_process), start_process(1)",False
681,process_85.bpmn,legality,legality_small_true,"start_vienna_night_run_process(1), select_starting_block_(start,1), select_starting_block_(end,1), running_5_km(start,1), running_5_km(end,1,under 25min)",True
682,process_85.bpmn,legality,legality_small_false,"start_vienna_night_run_process(1), running_5_km(start,1), running_5_km(end,1,under 25min), select_starting_block_(start,1), select_starting_block_(end,1)",False
