task_type,sample_id,actions,expected_result,model_name,description
legality,620,"account_is_set_up(1);check_if_active_wow_subscription_exists(start,1);check_if_active_wow_subscription_exists(end,1);check_if_battlenet_account_exists(start,1);check_if_battlenet_account_exists(end,1,yes);create_character_names(start,1);create_character_names(end,1);select_payment_method(start,1);select_payment_method(end,1,Credit card);enter_credit_card_information(start,1);enter_credit_card_information(end,1);log_into_the_game(start,1);log_into_the_game(end,1)",False,process_37.bpmn,legality_large_false
conformance,621,"account_is_set_up(1);acquire(1, main_process);check_if_battlenet_account_exists(start,1);check_if_battlenet_account_exists(end,1);create_character_names(start,1);create_character_names(end,1);create_battlenet_account(start,1);create_battlenet_account(end,1)",True,process_37.bpmn,conformance_small_true
conformance,622,"account_is_set_up(1);acquire(1, main_process);check_if_active_wow_subscription_exists(start,1);check_if_active_wow_subscription_exists(end,1);check_if_battlenet_account_exists(start,1);check_if_battlenet_account_exists(end,1,yes)",False,process_37.bpmn,conformance_small_false
conformance,623,"account_is_set_up(1);acquire(1, main_process);check_if_battlenet_account_exists(start,1);check_if_battlenet_account_exists(end,1);create_character_names(start,1);create_character_names(end,1);create_battlenet_account(start,1);create_battlenet_account(end,1);confirm_registration_via_email_link(start,1);confirm_registration_via_email_link(end,1);check_if_active_wow_subscription_exists(start,1);check_if_active_wow_subscription_exists(end,1,no);select_payment_method(start,1);select_payment_method(end,1,Credit card);enter_credit_card_information(start,1);enter_credit_card_information(end,1)",True,process_37.bpmn,conformance_large_true
conformance,624,"account_is_set_up(1);acquire(1, main_process);check_if_active_wow_subscription_exists(start,1);check_if_active_wow_subscription_exists(end,1);check_if_battlenet_account_exists(start,1);check_if_battlenet_account_exists(end,1,yes);create_character_names(start,1);create_character_names(end,1);log_into_the_game(start,1);log_into_the_game(end,1);select_class(start,1);select_class(end,1)",False,process_37.bpmn,conformance_large_false
legality,625,custom_machine_building(1),True,process_47.bpmn,legality_small_true
legality,626,"custom_machine_building(1);develop_basic_design(start,1);develop_basic_design(end,1)",False,process_47.bpmn,legality_small_false
legality,627,"custom_machine_building(1);check_registration(start,1);check_registration(end,1,no)",True,process_47.bpmn,legality_large_true
legality,628,"custom_machine_building(1);develop_basic_design(start,1);develop_basic_design(end,1);check_registration(start,1);check_registration(end,1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);sort_parts_into_containers(start,1);sort_parts_into_containers(end,1)",False,process_47.bpmn,legality_large_false
conformance,629,"custom_machine_building(1);acquire(1, main_process)",True,process_47.bpmn,conformance_small_true
conformance,630,"custom_machine_building(1);acquire(1, main_process);develop_basic_design(start,1);develop_basic_design(end,1)",False,process_47.bpmn,conformance_small_false
conformance,631,"custom_machine_building(1);acquire(1, main_process);check_registration(start,1);check_registration(end,1,no)",True,process_47.bpmn,conformance_large_true
conformance,632,"custom_machine_building(1);acquire(1, main_process);develop_basic_design(start,1);develop_basic_design(end,1);check_registration(start,1);check_registration(end,1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);sort_parts_into_containers(start,1);sort_parts_into_containers(end,1)",False,process_47.bpmn,conformance_large_false
legality,633,start_game(1),True,process_38.bpmn,legality_small_true
legality,634,start_game(1),False,process_38.bpmn,legality_small_false
legality,635,"start_game(1);play_game(start,1);play_game(end,1)",True,process_38.bpmn,legality_large_true
legality,636,"start_game(1);quit_game(start,1);quit_game(end,1)",False,process_38.bpmn,legality_large_false
conformance,637,"start_game(1);acquire(1, main_process)",True,process_38.bpmn,conformance_small_true
conformance,638,"start_game(1);acquire(1, main_process)",False,process_38.bpmn,conformance_small_false
conformance,639,"start_game(1);acquire(1, main_process);play_game(start,1);play_game(end,1)",True,process_38.bpmn,conformance_large_true
conformance,640,"start_game(1);acquire(1, main_process);quit_game(start,1);quit_game(end,1)",False,process_38.bpmn,conformance_large_false
legality,641,"process_started(1);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1)",True,process_58.bpmn,legality_small_true
legality,642,"process_started(1);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1)",False,process_58.bpmn,legality_small_false
legality,643,"process_started(1);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1);choose_the_shop_wiht_cheapest_parts(start,1);choose_the_shop_wiht_cheapest_parts(end,1);make_an_order_to_the_webshop(start,1);make_an_order_to_the_webshop(end,1);the_webshop_receives_an_order(start,1);the_webshop_receives_an_order(end,1)",True,process_58.bpmn,legality_large_true
legality,644,"process_started(1);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1);choose_the_shop_wiht_cheapest_parts(start,1);choose_the_shop_wiht_cheapest_parts(end,1);make_an_order_to_the_webshop(start,1);make_an_order_to_the_webshop(end,1);the_webshop_receives_an_order(start,1);the_webshop_receives_an_order(end,1)",False,process_58.bpmn,legality_large_false
conformance,645,"process_started(1);acquire(1, main_process);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1)",True,process_58.bpmn,conformance_small_true
conformance,646,"process_started(1);acquire(1, main_process);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1)",False,process_58.bpmn,conformance_small_false
conformance,647,"process_started(1);acquire(1, main_process);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1);choose_the_shop_wiht_cheapest_parts(start,1);choose_the_shop_wiht_cheapest_parts(end,1);make_an_order_to_the_webshop(start,1);make_an_order_to_the_webshop(end,1);the_webshop_receives_an_order(start,1);the_webshop_receives_an_order(end,1)",True,process_58.bpmn,conformance_large_true
conformance,648,"process_started(1);acquire(1, main_process);query_webshops_for_necessary_parts(start,1);query_webshops_for_necessary_parts(end,1);create_list_of_necessary_parts(start,1);create_list_of_necessary_parts(end,1);choose_the_shop_wiht_cheapest_parts(start,1);choose_the_shop_wiht_cheapest_parts(end,1);make_an_order_to_the_webshop(start,1);make_an_order_to_the_webshop(end,1);the_webshop_receives_an_order(start,1);the_webshop_receives_an_order(end,1)",False,process_58.bpmn,conformance_large_false
legality,649,"start_process(1);place_order(start,1);place_order(end,1);robot_receives_order(start,1);robot_receives_order(end,1,yes)",True,process_89.bpmn,legality_small_true
legality,650,"start_process(1);robot_receives_order(start,1);robot_receives_order(end,1,yes);place_order(start,1);place_order(end,1)",False,process_89.bpmn,legality_small_false
legality,651,"start_process(1);place_order(start,1);place_order(end,1);robot_receives_order(start,1);robot_receives_order(end,1,no);prepare_burger(start,1);prepare_burger(end,1);give_status_updates(start,1);give_status_updates(end,1)",True,process_89.bpmn,legality_large_true
legality,652,"start_process(1);robot_receives_order(start,1);robot_receives_order(end,1,yes);place_order(start,1);place_order(end,1);prepare_drink(start,1);prepare_drink(end,1);ask_about_side_dish(start,1);ask_about_side_dish(end,1,fries);prepare_fries(start,1);prepare_fries(end,1)",False,process_89.bpmn,legality_large_false
conformance,653,"start_process(1);acquire(1, main_process);place_order(start,1);place_order(end,1);robot_receives_order(start,1);robot_receives_order(end,1,yes)",True,process_89.bpmn,conformance_small_true
conformance,654,"start_process(1);acquire(1, main_process);robot_receives_order(start,1);robot_receives_order(end,1,no)",False,process_89.bpmn,conformance_small_false
conformance,655,"start_process(1);acquire(1, main_process);place_order(start,1);place_order(end,1);robot_receives_order(start,1);robot_receives_order(end,1,yes);prepare_drink(start,1);prepare_drink(end,1);ask_about_side_dish(start,1);ask_about_side_dish(end,1,fries);prepare_fries(start,1);prepare_fries(end,1)",True,process_89.bpmn,conformance_large_true
conformance,656,"start_process(1);acquire(1, main_process);robot_receives_order(start,1);robot_receives_order(end,1,yes);place_order(start,1);place_order(end,1);prepare_drink(start,1);prepare_drink(end,1);ask_about_side_dish(start,1);ask_about_side_dish(end,1,wedges);prepare_wedges(start,1);prepare_wedges(end,1)",False,process_89.bpmn,conformance_large_false
legality,657,"oee_data_required(1);get_performance_data(start,1);get_performance_data(end,1)",True,process_75.bpmn,legality_small_true
legality,658,oee_data_required(1),False,process_75.bpmn,legality_small_false
legality,659,"oee_data_required(1);get_performance_data(start,1);get_performance_data(end,1);get_quality_data(start,1);get_quality_data(end,1);get_availability_data(start,1);get_availability_data(end,1)",True,process_75.bpmn,legality_large_true
legality,660,"oee_data_required(1);get_quality_data(start,1);get_quality_data(end,1);get_performance_data(start,1);get_performance_data(end,1);get_availability_data(start,1);get_availability_data(end,1);calculate_oee(start,1);calculate_oee(end,1,yes)",False,process_75.bpmn,legality_large_false
conformance,661,"oee_data_required(1);acquire(1, main_process)",True,process_75.bpmn,conformance_small_true
conformance,662,"oee_data_required(1);acquire(1, main_process);get_quality_data(start,1);get_quality_data(end,1)",False,process_75.bpmn,conformance_small_false
conformance,663,"oee_data_required(1);acquire(1, main_process);get_performance_data(start,1);get_performance_data(end,1);get_quality_data(start,1);get_quality_data(end,1);get_availability_data(start,1);get_availability_data(end,1);calculate_oee(start,1);calculate_oee(end,1,yes)",True,process_75.bpmn,conformance_large_true
conformance,664,"oee_data_required(1);acquire(1, main_process);get_quality_data(start,1);get_quality_data(end,1);get_performance_data(start,1);get_performance_data(end,1)",False,process_75.bpmn,conformance_large_false
legality,665,"start_event(1);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);enter_desired_data(start,1);enter_desired_data(end,1)",True,process_13.bpmn,legality_small_true
legality,666,"start_event(1);enter_desired_data(start,1);enter_desired_data(end,1);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);checking_date_of_birth_of_child_and_duartion(start,1);checking_date_of_birth_of_child_and_duartion(end,1)",False,process_13.bpmn,legality_small_false
legality,667,"start_event(1);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);enter_desired_data(start,1);enter_desired_data(end,1);checking_date_of_birth_of_child_and_duartion(start,1);checking_date_of_birth_of_child_and_duartion(end,1);infrom_the_employee_to_prepare_a_confirmation(start,1);infrom_the_employee_to_prepare_a_confirmation(end,1);the_employer_issues_the_confirmation(start,1);the_employer_issues_the_confirmation(end,1);the_parent_enter_the_confirmation(start,1);the_parent_enter_the_confirmation(end,1)",True,process_13.bpmn,legality_large_true
legality,668,"start_event(1);enter_desired_data(start,1);enter_desired_data(end,1);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);checking_date_of_birth_of_child_and_duartion(start,1);checking_date_of_birth_of_child_and_duartion(end,1);infrom_the_employee_to_prepare_a_confirmation(start,1);infrom_the_employee_to_prepare_a_confirmation(end,1);the_employer_issues_the_confirmation(start,1);the_employer_issues_the_confirmation(end,1);the_parent_enter_the_confirmation(start,1);the_parent_enter_the_confirmation(end,1);check_the_status_of_the_spouse(start,1);check_the_status_of_the_spouse(end,1,yes);check_if_they_are_allowed_to_switch(start,1);check_if_they_are_allowed_to_switch(end,1,yes)",False,process_13.bpmn,legality_large_false
conformance,669,"start_event(1);acquire(1, main_process);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);enter_desired_data(start,1);enter_desired_data(end,1)",True,process_13.bpmn,conformance_small_true
conformance,670,"start_event(1);acquire(1, main_process);enter_desired_data(start,1);enter_desired_data(end,1);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);checking_date_of_birth_of_child_and_duartion(start,1);checking_date_of_birth_of_child_and_duartion(end,1)",False,process_13.bpmn,conformance_small_false
conformance,671,"start_event(1);acquire(1, main_process);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);enter_desired_data(start,1);enter_desired_data(end,1);checking_date_of_birth_of_child_and_duartion(start,1);checking_date_of_birth_of_child_and_duartion(end,1);infrom_the_employee_to_prepare_a_confirmation(start,1);infrom_the_employee_to_prepare_a_confirmation(end,1);the_employer_issues_the_confirmation(start,1);the_employer_issues_the_confirmation(end,1);the_parent_enter_the_confirmation(start,1);the_parent_enter_the_confirmation(end,1)",True,process_13.bpmn,conformance_large_true
conformance,672,"start_event(1);acquire(1, main_process);enter_desired_data(start,1);enter_desired_data(end,1);ask_for_maternity_leave(start,1);ask_for_maternity_leave(end,1);checking_date_of_birth_of_child_and_duartion(start,1);checking_date_of_birth_of_child_and_duartion(end,1);infrom_the_employee_to_prepare_a_confirmation(start,1);infrom_the_employee_to_prepare_a_confirmation(end,1);the_employer_issues_the_confirmation(start,1);the_employer_issues_the_confirmation(end,1);the_parent_enter_the_confirmation(start,1);the_parent_enter_the_confirmation(end,1);check_the_status_of_the_spouse(start,1);check_the_status_of_the_spouse(end,1,yes);check_if_they_are_allowed_to_switch(start,1);check_if_they_are_allowed_to_switch(end,1,yes)",False,process_13.bpmn,conformance_large_false
legality,673,"wish_to_enroll_in_course(1);select_course(start,1);select_course(end,1,yes);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1)",True,process_93.bpmn,legality_small_true
legality,674,"wish_to_enroll_in_course(1);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1);select_course(start,1);select_course(end,1,yes)",False,process_93.bpmn,legality_small_false
legality,675,"wish_to_enroll_in_course(1);select_course(start,1);select_course(end,1,yes);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1);select_specific_course(start,1);select_specific_course(end,1,no)",True,process_93.bpmn,legality_large_true
legality,676,"wish_to_enroll_in_course(1);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1);select_course(start,1);select_course(end,1,yes);select_specific_course(start,1);select_specific_course(end,1);log_into_account(start,1);log_into_account(end,1)",False,process_93.bpmn,legality_large_false
conformance,677,"wish_to_enroll_in_course(1);acquire(1, main_process)",True,process_93.bpmn,conformance_small_true
conformance,678,"wish_to_enroll_in_course(1);acquire(1, main_process);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1);select_course(start,1);select_course(end,1,yes)",False,process_93.bpmn,conformance_small_false
conformance,679,"wish_to_enroll_in_course(1);acquire(1, main_process);select_course(start,1);select_course(end,1,yes);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1);select_specific_course(start,1);select_specific_course(end,1,no);check_if_registered_at_eligible_university(start,1);check_if_registered_at_eligible_university(end,1,no);request_activation(start,1);request_activation(end,1);system_checks_eligibility(start,1);system_checks_eligibility(end,1,yes)",True,process_93.bpmn,conformance_large_true
conformance,680,"wish_to_enroll_in_course(1);acquire(1, main_process);system_shows_parallel_courses_and_dates(start,1);system_shows_parallel_courses_and_dates(end,1);select_course(start,1);select_course(end,1,yes);select_specific_course(start,1);select_specific_course(end,1,no)",False,process_93.bpmn,conformance_large_false
legality,681,"phone_broken_(1);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1);list_materials(start,1);list_materials(end,1,no);give_ordering_choices(start,1);give_ordering_choices(end,1,The price is too expensive)",True,process_70.bpmn,legality_small_true
legality,682,"phone_broken_(1);list_materials(start,1);list_materials(end,1,The user has it);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1)",False,process_70.bpmn,legality_small_false
legality,683,"phone_broken_(1);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1);list_materials(start,1);list_materials(end,1,no);give_ordering_choices(start,1);give_ordering_choices(end,1,The price is too expensive);find_friends_who_has_it(start,1);find_friends_who_has_it(end,1);choose_a_friend(start,1);choose_a_friend(end,1,Buy it);order_it_from_the_friend(start,1);order_it_from_the_friend(end,1);check_if_the_whole_list_is_passed(start,1);check_if_the_whole_list_is_passed(end,1,yes)",True,process_70.bpmn,legality_large_true
legality,684,"phone_broken_(1);list_materials(start,1);list_materials(end,1,no);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1);give_ordering_choices(start,1);give_ordering_choices(end,1,The price is too expensive);find_friends_who_has_it(start,1);find_friends_who_has_it(end,1);choose_a_friend(start,1);choose_a_friend(end,1,Borrow it);write_how_much_time_do_you_want_to_borrow_it(start,1);write_how_much_time_do_you_want_to_borrow_it(end,1);order_it_from_the_friend(start,1);order_it_from_the_friend(end,1);check_if_the_whole_list_is_passed(start,1);check_if_the_whole_list_is_passed(end,1,yes)",False,process_70.bpmn,legality_large_false
conformance,685,"phone_broken_(1);acquire(1, main_process);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1);list_materials(start,1);list_materials(end,1,no);give_ordering_choices(start,1);give_ordering_choices(end,1,The price is too expensive)",True,process_70.bpmn,conformance_small_true
conformance,686,"phone_broken_(1);acquire(1, main_process);list_materials(start,1);list_materials(end,1,no);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1)",False,process_70.bpmn,conformance_small_false
conformance,687,"phone_broken_(1);acquire(1, main_process);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1);list_materials(start,1);list_materials(end,1,no);give_ordering_choices(start,1);give_ordering_choices(end,1,The price is okay);order_it(start,1);order_it(end,1);check_if_the_whole_list_is_passed(start,1);check_if_the_whole_list_is_passed(end,1,yes);check_if_the_list_of_tools_is_already_shown(start,1);check_if_the_list_of_tools_is_already_shown(end,1,yes)",True,process_70.bpmn,conformance_large_true
conformance,688,"phone_broken_(1);acquire(1, main_process);list_materials(start,1);list_materials(end,1,The user has it);enter_model_and_what_is_broken(start,1);enter_model_and_what_is_broken(end,1);check_if_the_whole_list_is_passed(start,1);check_if_the_whole_list_is_passed(end,1,yes);check_if_the_list_of_tools_is_already_shown(start,1);check_if_the_list_of_tools_is_already_shown(end,1,yes);few_days_waiting_for_the_materials_and_tools_to_arrive(1)",False,process_70.bpmn,conformance_large_false
legality,689,"participate_night_run(1);select_starting_block(start,1);select_starting_block(end,1);run_5_km(start,1);run_5_km(end,1)",True,process_97.bpmn,legality_small_true
legality,690,"participate_night_run(1);run_5_km(start,1);run_5_km(end,1);select_starting_block(start,1);select_starting_block(end,1)",False,process_97.bpmn,legality_small_false
legality,691,"participate_night_run(1);select_starting_block(start,1);select_starting_block(end,1);run_5_km(start,1);run_5_km(end,1);start_to_measure_time(start,1);start_to_measure_time(end,1);stop_to_measure_the_time(start,1);stop_to_measure_the_time(end,1);get_total_running_time(start,1);get_total_running_time(end,1,yes)",True,process_97.bpmn,legality_large_true
legality,692,"participate_night_run(1);run_5_km(start,1);run_5_km(end,1);select_starting_block(start,1);select_starting_block(end,1);start_to_measure_time(start,1);start_to_measure_time(end,1);stop_to_measure_the_time(start,1);stop_to_measure_the_time(end,1);get_total_running_time(start,1);get_total_running_time(end,1,yes)",False,process_97.bpmn,legality_large_false
conformance,693,"participate_night_run(1);acquire(1, main_process);select_starting_block(start,1);select_starting_block(end,1);run_5_km(start,1);run_5_km(end,1)",True,process_97.bpmn,conformance_small_true
conformance,694,"participate_night_run(1);acquire(1, main_process);run_5_km(start,1);run_5_km(end,1);select_starting_block(start,1);select_starting_block(end,1)",False,process_97.bpmn,conformance_small_false
conformance,695,"participate_night_run(1);acquire(1, main_process);select_starting_block(start,1);select_starting_block(end,1);run_5_km(start,1);run_5_km(end,1);start_to_measure_time(start,1);start_to_measure_time(end,1);stop_to_measure_the_time(start,1);stop_to_measure_the_time(end,1);get_total_running_time(start,1);get_total_running_time(end,1,yes)",True,process_97.bpmn,conformance_large_true
conformance,696,"participate_night_run(1);acquire(1, main_process);run_5_km(start,1);run_5_km(end,1);select_starting_block(start,1);select_starting_block(end,1);start_to_measure_time(start,1);start_to_measure_time(end,1);stop_to_measure_the_time(start,1);stop_to_measure_the_time(end,1);get_total_running_time(start,1);get_total_running_time(end,1,yes)",False,process_97.bpmn,conformance_large_false
legality,697,"new_order_received(1);develop_basic_design(start,1);develop_basic_design(end,1,yes)",True,process_48.bpmn,legality_small_true
legality,698,"new_order_received(1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);develop_basic_design(start,1);develop_basic_design(end,1,no)",False,process_48.bpmn,legality_small_false
legality,699,"new_order_received(1);develop_basic_design(start,1);develop_basic_design(end,1,yes);build_the_next_subcomponent(start,1);build_the_next_subcomponent(end,1,no);test_subcomponent_1(start,1);test_subcomponent_1(end,1)",True,process_48.bpmn,legality_large_true
legality,700,"new_order_received(1);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);develop_basic_design(start,1);develop_basic_design(end,1,no);give_the_lego_sets_to_the_children(start,1);give_the_lego_sets_to_the_children(end,1);sort_the_parts_into_containers(start,1);sort_the_parts_into_containers(end,1);reorder_parts(start,1);reorder_parts(end,1)",False,process_48.bpmn,legality_large_false
conformance,701,"new_order_received(1);acquire(1, main_process);develop_basic_design(start,1);develop_basic_design(end,1,yes)",True,process_48.bpmn,conformance_small_true
conformance,702,"new_order_received(1);acquire(1, main_process);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);develop_basic_design(start,1);develop_basic_design(end,1,no)",False,process_48.bpmn,conformance_small_false
conformance,703,"new_order_received(1);acquire(1, main_process);develop_basic_design(start,1);develop_basic_design(end,1,yes);build_the_next_subcomponent(start,1);build_the_next_subcomponent(end,1,no);test_subcomponent_1(start,1);test_subcomponent_1(end,1)",True,process_48.bpmn,conformance_large_true
conformance,704,"new_order_received(1);acquire(1, main_process);order_lego_brick_sets(start,1);order_lego_brick_sets(end,1);develop_basic_design(start,1);develop_basic_design(end,1,no);give_the_lego_sets_to_the_children(start,1);give_the_lego_sets_to_the_children(end,1);sort_the_parts_into_containers(start,1);sort_the_parts_into_containers(end,1);reorder_parts(start,1);reorder_parts(end,1)",False,process_48.bpmn,conformance_large_false
legality,705,"start_finding_a_job(1);confirm_received_applications(start,1);confirm_received_applications(end,1);write_application(start,1);write_application(end,1)",True,process_2.bpmn,legality_small_true
legality,706,"start_finding_a_job(1);write_application(start,1);write_application(end,1);confirm_received_applications(start,1);confirm_received_applications(end,1)",False,process_2.bpmn,legality_small_false
legality,707,"start_finding_a_job(1);confirm_received_applications(start,1);confirm_received_applications(end,1);write_application(start,1);write_application(end,1);report_written_applications_(start,1);report_written_applications_(end,1);rate_application_(start,1);rate_application_(end,1,Applicant could be a good fit for the job);negotiate_interview(start,1);negotiate_interview(end,1)",True,process_2.bpmn,legality_large_true
legality,708,"start_finding_a_job(1);write_application(start,1);write_application(end,1);confirm_received_applications(start,1);confirm_received_applications(end,1);report_written_applications_(start,1);report_written_applications_(end,1);rate_application_(start,1);rate_application_(end,1,Applicant could be a good fit for the job);negotiate_interview(start,1);negotiate_interview(end,1)",False,process_2.bpmn,legality_large_false
conformance,709,"start_finding_a_job(1);acquire(1, main_process);confirm_received_applications(start,1);confirm_received_applications(end,1);write_application(start,1);write_application(end,1)",True,process_2.bpmn,conformance_small_true
conformance,710,"start_finding_a_job(1);acquire(1, main_process);write_application(start,1);write_application(end,1);confirm_received_applications(start,1);confirm_received_applications(end,1)",False,process_2.bpmn,conformance_small_false
conformance,711,"start_finding_a_job(1);acquire(1, main_process);confirm_received_applications(start,1);confirm_received_applications(end,1);write_application(start,1);write_application(end,1);report_written_applications_(start,1);report_written_applications_(end,1);rate_application_(start,1);rate_application_(end,1,Applicant could be a good fit for the job);negotiate_interview(start,1);negotiate_interview(end,1)",True,process_2.bpmn,conformance_large_true
conformance,712,"start_finding_a_job(1);acquire(1, main_process);write_application(start,1);write_application(end,1);confirm_received_applications(start,1);confirm_received_applications(end,1);report_written_applications_(start,1);report_written_applications_(end,1);rate_application_(start,1);rate_application_(end,1,Applicant could be a good fit for the job);negotiate_interview(start,1);negotiate_interview(end,1)",False,process_2.bpmn,conformance_large_false
legality,713,issue_occurs(1),True,process_19.bpmn,legality_small_true
legality,714,issue_occurs(1),False,process_19.bpmn,legality_small_false
legality,715,"issue_occurs(1);inform_employer(start,1);inform_employer(end,1,Event that almost
led to an accident);inform_relatives(start,1);inform_relatives(end,1);notify_labor_inspectorate(start,1);notify_labor_inspectorate(end,1)",True,process_19.bpmn,legality_large_true
legality,716,"issue_occurs(1);inform_relatives(start,1);inform_relatives(end,1);inform_employer(start,1);inform_employer(end,1,Event that almost
led to an accident)",False,process_19.bpmn,legality_large_false
conformance,717,"issue_occurs(1);acquire(1, main_process)",True,process_19.bpmn,conformance_small_true
conformance,718,"issue_occurs(1);acquire(1, main_process)",False,process_19.bpmn,conformance_small_false
conformance,719,"issue_occurs(1);acquire(1, main_process);inform_employer(start,1);inform_employer(end,1,Event that almost
led to an accident);inform_relatives(start,1);inform_relatives(end,1)",True,process_19.bpmn,conformance_large_true
conformance,720,"issue_occurs(1);acquire(1, main_process)",False,process_19.bpmn,conformance_large_false
legality,721,"fridge_makes_strange_noises(1);collect_fridge_type_data(start,1);collect_fridge_type_data(end,1);describe_the_symptoms(start,1);describe_the_symptoms(end,1)",True,process_79.bpmn,legality_small_true
legality,722,"fridge_makes_strange_noises(1);describe_the_symptoms(start,1);describe_the_symptoms(end,1)",False,process_79.bpmn,legality_small_false
legality,723,"fridge_makes_strange_noises(1);collect_fridge_type_data(start,1);collect_fridge_type_data(end,1);describe_the_symptoms(start,1);describe_the_symptoms(end,1);send_a_report_to_the_fridge_service_center(start,1);send_a_report_to_the_fridge_service_center(end,1);select_local_service_facility(start,1);select_local_service_facility(end,1);schedule_an_appointment_for_fridge_repair(start,1);schedule_an_appointment_for_fridge_repair(end,1)",True,process_79.bpmn,legality_large_true
legality,724,"fridge_makes_strange_noises(1);describe_the_symptoms(start,1);describe_the_symptoms(end,1);collect_fridge_type_data(start,1);collect_fridge_type_data(end,1);send_a_report_to_the_fridge_service_center(start,1);send_a_report_to_the_fridge_service_center(end,1);select_local_service_facility(start,1);select_local_service_facility(end,1)",False,process_79.bpmn,legality_large_false
conformance,725,"fridge_makes_strange_noises(1);acquire(1, main_process);collect_fridge_type_data(start,1);collect_fridge_type_data(end,1);describe_the_symptoms(start,1);describe_the_symptoms(end,1)",True,process_79.bpmn,conformance_small_true
conformance,726,"fridge_makes_strange_noises(1);acquire(1, main_process);describe_the_symptoms(start,1);describe_the_symptoms(end,1)",False,process_79.bpmn,conformance_small_false
conformance,727,"fridge_makes_strange_noises(1);acquire(1, main_process);collect_fridge_type_data(start,1);collect_fridge_type_data(end,1);describe_the_symptoms(start,1);describe_the_symptoms(end,1);send_a_report_to_the_fridge_service_center(start,1);send_a_report_to_the_fridge_service_center(end,1);select_local_service_facility(start,1);select_local_service_facility(end,1);schedule_an_appointment_for_fridge_repair(start,1);schedule_an_appointment_for_fridge_repair(end,1)",True,process_79.bpmn,conformance_large_true
conformance,728,"fridge_makes_strange_noises(1);acquire(1, main_process);describe_the_symptoms(start,1);describe_the_symptoms(end,1);collect_fridge_type_data(start,1);collect_fridge_type_data(end,1);send_a_report_to_the_fridge_service_center(start,1);send_a_report_to_the_fridge_service_center(end,1);select_local_service_facility(start,1);select_local_service_facility(end,1)",False,process_79.bpmn,conformance_large_false
legality,729,"start_process(1);choose_visa_category(start,1);choose_visa_category(end,1);check_general_requirements(start,1);check_general_requirements(end,1,yes)",True,process_29.bpmn,legality_small_true
legality,730,start_process(1),False,process_29.bpmn,legality_small_false
legality,731,start_process(1),True,process_29.bpmn,legality_large_true
legality,732,"start_process(1);check_general_requirements(start,1);check_general_requirements(end,1,yes);choose_visa_category(start,1);choose_visa_category(end,1);check_special_requirements(start,1);check_special_requirements(end,1,yes);check_necessary_documents(start,1);check_necessary_documents(end,1);search_apartment(start,1);search_apartment(end,1);apply_for_apartment(start,1);apply_for_apartment(end,1)",False,process_29.bpmn,legality_large_false
conformance,733,"start_process(1);acquire(1, main_process)",True,process_29.bpmn,conformance_small_true
